titulo,link,noticia,data_publicacao
"SOJA/CEPEA: Com menor safra na Argentina, queda de preço é interrompida no Brasil",https://www.cepea.esalq.usp.br/br/diarias-de-mercado/soja-cepea-com-menor-safra-na-argentina-queda-de-preco-e-interrompida-no-brasil.aspx,"Cepea, 3/04/2023 &ndash; O mercado mundial de soja est&aacute; atento &agrave; colheita na Am&eacute;rica do Sul e &agrave;s primeiras estimativas de inten&ccedil;&atilde;o de plantio nos Estados Unidos. Segundo pesquisadores do Cepea, enquanto a safra brasileira segue em bom ritmo e caminha para produ&ccedil;&atilde;o recorde, na Argentina, o in&iacute;cio da colheita fez com que as estimativas fossem novamente reajustadas para baixo. Esse contexto na Argentina acabou elevando os pre&ccedil;os do complexo soja nos Estados Unidos e limitando o movimento de baixa no Brasil nos &uacute;ltimos dias","Fri, 31 Mar 2023 17:18:29 -0300"
MANDIOCA/CEPEA: Cotações estão nos menores patamares em seis meses,https://www.cepea.esalq.usp.br/br/diarias-de-mercado/mandioca-cepea-cotacoes-estao-nos-menores-patamares-em-seis-meses.aspx,"Cepea, 3/04/2023 &ndash; O avan&ccedil;o da colheita nas regi&otilde;es produtoras de mandioca no Centro-Sul tem elevado a oferta, que est&aacute; sobressaindo &agrave; demanda e pressionando as cota&ccedil;&otilde;es. De acordo com dados do Cepea, o valor m&eacute;dio nominal a prazo da tonelada de mandioca posta fecularia registrou queda de 4,9%, a R$ 966,74 (R$ 1,6813 por grama de amido) na semana passada, retomando o patamar nominal registrado no final de setembro de 2022. A m&eacute;dia de mar&ccedil;o recuou 11% frente ao m&ecirc;s anterior, a queda mais expressiva desde novembro de 2020","Fri, 31 Mar 2023 17:16:25 -0300"
MILHO/CEPEA: Indicador segue em queda,https://www.cepea.esalq.usp.br/br/diarias-de-mercado/-10.aspx,"Cepea, 3/04/2023 &ndash; O pre&ccedil;o do milho fechou mar&ccedil;o em baixa. De acordo com informa&ccedil;&otilde;es do Cepea, enquanto produtores t&ecirc;m necessidade de escoar a produ&ccedil;&atilde;o da safra de ver&atilde;o, compradores nacionais e externos limitam as aquisi&ccedil;&otilde;es. Vendedores est&atilde;o mais flex&iacute;veis nos valores e dispostos a realizar entregas imediatas","Fri, 31 Mar 2023 17:13:39 -0300"
OVOS/CEPEA: Valores dos ovos fecham março em elevação,https://www.cepea.esalq.usp.br/br/diarias-de-mercado/-8.aspx,"Cepea, 3/04/2023 &ndash; Os pre&ccedil;os m&eacute;dios dos ovos finalizaram mar&ccedil;o em alta. Segundo pesquisadores do Cepea, a sustenta&ccedil;&atilde;o dos valores vem da demanda mais firme durante o per&iacute;odo de Quaresma. Do lado produtor, n&atilde;o h&aacute; relatos de sobras, e a concess&atilde;o de descontos n&atilde;o tem sido necess&aacute;ria para garantir a liquidez","Fri, 31 Mar 2023 17:10:06 -0300"
CITROS/CEPEA: Preços da laranja pera e da lima tahiti fecham semana em alta,https://www.cepea.esalq.usp.br/br/diarias-de-mercado/citros-cepea-precos-da-laranja-pera-e-da-lima-tahiti-fecham-semana-em-alta.aspx,"Cepea, 31/03/2023 &ndash; Os pre&ccedil;os da laranja pera est&atilde;o registrando leve aumento nesta semana. De acordo com pesquisadores do Cepea, ainda que a demanda n&atilde;o tenha tido grandes altera&ccedil;&otilde;es (j&aacute; que, em fim de m&ecirc;s, a procura costuma ser reduzida), a oferta da variedade diminuiu ainda mais, sustentando os valores. Na parcial desta semana (segunda a quinta-feira), a variedade pera tem m&eacute;dia de R$ 49,35/cx de 40,8 kg, na &aacute;rvore, leve alta de 3,14% em compara&ccedil;&atilde;o com a do per&iacute;odo anterior","Thu, 30 Mar 2023 16:39:25 -0300"
"FRANGO/CEPEA: Valor da carne cai, mas alta na 1ª quinzena garante avanço da média mensal",https://www.cepea.esalq.usp.br/br/diarias-de-mercado/frango-cepea-valor-da-carne-cai-mas-alta-na-1-quinzena-garante-avanco-da-media-mensal.aspx,"Cepea, 31/03/2023 &ndash; As recentes desvaloriza&ccedil;&otilde;es da carne de frango n&atilde;o impediram o avan&ccedil;o da m&eacute;dia mensal da prote&iacute;na. Segundo colaboradores do Cepea, a leve melhora da demanda na primeira metade do m&ecirc;s garantiu a eleva&ccedil;&atilde;o dos pre&ccedil;os m&eacute;dios de mar&ccedil;o. No atacado da Grande S&atilde;o Paulo, o frango inteiro congelado registra m&eacute;dia de R$ 6,78/kg nesta parcial de mar&ccedil;o (at&eacute; o dia 29), alta de 1,9% frente &agrave; de fevereiro","Thu, 30 Mar 2023 16:37:38 -0300"
BOI/CEPEA: Indicador avança em março e recupera perdas causadas por suspensão de envios à China,https://www.cepea.esalq.usp.br/br/diarias-de-mercado/boi-cepea-indicador-avanca-em-marco-e-recupera-perdas-causadas-por-suspensao-de-envios-a-china.aspx,"Cepea, 30/03/2023 &ndash; Os pre&ccedil;os do boi gordo subiram nesta segunda quinzena de mar&ccedil;o, impulsionados sobretudo pela retomada dos envios de carne &agrave; China desde o dia 23 de mar&ccedil;o e tamb&eacute;m pela restri&ccedil;&atilde;o vendedora &ndash; muitos pecuaristas aproveitam as boas condi&ccedil;&otilde;es das pastagens para segurar os animais no campo. Pesquisadores do Cepea destacam que, com as recentes valoriza&ccedil;&otilde;es, a arroba bovina j&aacute; &eacute; negociada praticamente nos mesmos patamares registrados em meados de fevereiro, antes de a suspens&atilde;o dos envios ser anunciada. Vale lembrar que o Indicador do boi gordo CEPEA/B3 encerrou fevereiro a R$ 267,95, com forte queda de 7,2% no acumulado daquele m&ecirc;s","Wed, 29 Mar 2023 14:54:22 -0300"
"SUÍNOS/CEPEA: Com menor procura e oferta elevada, preço da carne suína cai em março",https://www.cepea.esalq.usp.br/br/diarias-de-mercado/suinos-cepea-com-menor-procura-e-oferta-elevada-preco-da-carne-suina-cai-em-marco.aspx,"Cepea, 30/03/2023 &ndash; Os valores da carne su&iacute;na estiveram em queda durante todo m&ecirc;s de mar&ccedil;o no mercado atacadista da Grande S&atilde;o Paulo. De acordo com os colaboradores do Cepea, a press&atilde;o sobre os pre&ccedil;os da prote&iacute;na veio da menor procura e da oferta elevada &ndash; e, agora, no encerramento do m&ecirc;s, o movimento de baixa nos valores foi intensificado, como t&iacute;pico para o per&iacute;odo. Assim, na parcial de mar&ccedil;o (at&eacute; o dia 28), dados do Cepea mostram que a carca&ccedil;a especial su&iacute;na &eacute; comercializada &agrave; m&eacute;dia de R$ 10,71/kg, forte retra&ccedil;&atilde;o de 4,7% frente &agrave; registrada em fevereiro","Wed, 29 Mar 2023 14:53:26 -0300"
ARROZ/CEPEA: Chuvas limitam colheita no RS; preços seguem firmes,https://www.cepea.esalq.usp.br/br/diarias-de-mercado/arroz-cepea-chuvas-limitam-colheita-no-rs-precos-seguem-firmes.aspx,"Cepea, 29/03/2023 &ndash; Chuvas v&ecirc;m limitando o andamento da colheita do arroz no Rio Grande do Sul. De acordo com colaboradores do Cepea, este cen&aacute;rio vem resultando em menor volume do cereal dispon&iacute;vel para negocia&ccedil;&atilde;o. A demanda, por sua vez, est&aacute; aquecida por parte das unidades de beneficiamento de diversos estados, e a procura para exporta&ccedil;&atilde;o se mant&eacute;m firme","Tue, 28 Mar 2023 16:05:44 -0300"
ALGODÃO/CEPEA: Valores internos da pluma seguem em queda,https://www.cepea.esalq.usp.br/br/diarias-de-mercado/algodao-cepea-valores-internos-da-pluma-seguem-em-queda.aspx,"Cepea, 29/03/2023 &ndash; Os pre&ccedil;os do algod&atilde;o em pluma seguem recuando no mercado nacional, movimento que vem sendo verificado desde meados de fevereiro. Indicando dificuldades nas vendas aos manufaturados, agentes de ind&uacute;strias consultados pelo Cepea adquirem poucos volumes de pluma, visando atender apenas &agrave; necessidade imediata e/ou repor estoque. Estes demandantes ofertam pre&ccedil;os menores nas compras","Tue, 28 Mar 2023 16:04:35 -0300"
"CAFÉ/CEPEA: De forma pontual, colheita de robusta é iniciada no Espírito Santo",https://www.cepea.esalq.usp.br/br/diarias-de-mercado/cafe-cepea-de-forma-pontual-colheita-de-robusta-e-iniciada-no-espirito-santo.aspx,"Cepea, 29/03/2023 &ndash; Ainda que de forma bastante pontual, as primeiras &aacute;reas de caf&eacute; robusta da safra 2023/24 come&ccedil;aram a ser colhidas nesta semana no Esp&iacute;rito Santo. Por enquanto, ainda &eacute; muito cedo para avaliar a nova temporada, mas produtores consultados pelo Cepea acreditam que a produ&ccedil;&atilde;o seja aqu&eacute;m do potencial, fundamentados no clima desfavor&aacute;vel no in&iacute;cio do ciclo. Quanto aos pre&ccedil;os, depois de recuarem com certa for&ccedil;a no mercado interno nas tr&ecirc;s primeiras semanas de mar&ccedil;o, reagiram e passaram a subir nesta parte final do m&ecirc;s","Tue, 28 Mar 2023 16:01:01 -0300"
"LEITE/CEPEA: Preço do leite se mantém em alta em fevereiro, e avanço no 1º bimestre chega a 6,7%",https://www.cepea.esalq.usp.br/br/releases/leite-cepea-preco-do-leite-se-mantem-em-alta-em-fevereiro-e-avanco-no-1-bimestre-chega-a-6-7.aspx,,"Tue, 28 Mar 2023 13:36:09 -0300"
MELANCIA/CEPEA: Produtividade deve se recuperar na segunda parte da safra 22/23 da BA,https://www.cepea.esalq.usp.br/br/diarias-de-mercado/melancia-cepea-produtividade-deve-se-recuperar-na-segunda-parte-da-safra-22-23-da-ba.aspx,"Cepea, 28/03/2023 &ndash; A colheita da segunda parte da safra 2022/23 de melancias de Teixeira de Freitas (BA) deve se encerrar no final de abril/in&iacute;cio de maio. Segundo colaboradores do Hortifruti/Cepea, agora o volume de frutas deve se estabilizar e, depois, iniciar um movimento de queda gradual. At&eacute; a terceira semana de mar&ccedil;o, o desempenho das lavouras nessa regi&atilde;o baiana foi superior quando comparado ao de outras pra&ccedil;as, sem grandes problemas fitossanit&aacute;rios, al&eacute;m do clima favor&aacute;vel para o desenvolvimento das plantas (quente e seco), junto &agrave; irriga&ccedil;&atilde;o constante, que permitiu a colheita de melancias de alto calibre &ndash; atingindo at&eacute; 18 kg por unidade","Mon, 27 Mar 2023 16:25:45 -0300"
"TRIGO/CEPEA: Com ausência de comprador, preços recuam no Brasil",https://www.cepea.esalq.usp.br/br/diarias-de-mercado/trigo-cepea-com-ausencia-de-comprador-precos-recuam-no-brasil.aspx,"Cepea, 28/03/2023 &ndash; As cota&ccedil;&otilde;es do trigo est&atilde;o em queda no mercado interno. Agentes de moinhos consultados pelo Cepea indicam estar abastecidos, e essa aus&ecirc;ncia de compradores pressionou os valores no Brasil. Vendedores, por sua vez, t&ecirc;m interesse em negociar, para liberar espa&ccedil;o em armaz&eacute;ns com a chegada da safra de ver&atilde;o","Mon, 27 Mar 2023 16:24:36 -0300"
AÇÚCAR/CEPEA: Indicador segue estável; liquidez é baixa,https://www.cepea.esalq.usp.br/br/diarias-de-mercado/acucar-cepea-indicador-segue-estavel-liquidez-e-baixa.aspx,"Cepea, 28/03/2023 &ndash; O ritmo de neg&oacute;cios do a&ccedil;&uacute;car cristal branco esteve lento ao longo da semana passada no estado de S&atilde;o Paulo. Segundo informa&ccedil;&otilde;es do Cepea, compradores est&atilde;o trabalhando com o a&ccedil;&uacute;car em estoque e recebendo cristal pr&eacute;-negociado. Quanto &agrave;s usinas, n&atilde;o est&atilde;o fechando novas negocia&ccedil;&otilde;es para entrega imediata, uma vez que a safra 2023/24 est&aacute; para come&ccedil;ar","Mon, 27 Mar 2023 16:22:39 -0300"
ETANOL/CEPEA: Preço do hidratado fica estável em SP,https://www.cepea.esalq.usp.br/br/diarias-de-mercado/etanol-cepea-preco-do-hidratado-fica-estavel-em-sp.aspx,"Cepea, 28/03/2023 &ndash; O valor do etanol hidratado seguiu praticamente est&aacute;vel de 20 a 24 de mar&ccedil;o, conforme apontam dados do Cepea. O Indicador CEPEA/ESALQ semanal do etanol hidratado, segmento produtor do estado de S&atilde;o Paulo, fechou a R$ 2,6827/litro (l&iacute;quido de ICMS e PIS/Cofins) no per&iacute;odo, pequeno recuo de 0,29% frente ao anterior. De acordo com colaboradores do Cepea, compradores est&atilde;o na expectativa do in&iacute;cio das atividades da safra 2023/24 e do comportamento das cota&ccedil;&otilde;es &ndash; se, de fato, o processamento come&ccedil;ar dentro do programado, agentes j&aacute; esperam oferta de produto em abril","Mon, 27 Mar 2023 16:21:35 -0300"
"MERCADO DE TRABALHO/CEPEA: Com conjuntura favorável, população ocupada no agro é a maior desde 2015",https://www.cepea.esalq.usp.br/br/releases/mercado-de-trabalho-cepea-com-conjuntura-favoravel-populacao-ocupada-no-agro-e-a-maior-desde-2015.aspx,,"Mon, 27 Mar 2023 13:55:31 -0300"
"SOJA/CEPEA: Com oferta acima da demanda, preço segue em queda",https://www.cepea.esalq.usp.br/br/diarias-de-mercado/soja-cepea-com-oferta-acima-da-demanda-preco-segue-em-queda.aspx,"Cepea, 27/03/2023 &ndash; Os pre&ccedil;os da soja em gr&atilde;o seguem em queda no mercado brasileiro. Segundo pesquisadores do Cepea, a press&atilde;o veio da oferta acima da demanda. O ritmo das vendas de soja esteve reduzido nos &uacute;ltimos meses, e, agora, produtores t&ecirc;m necessidade de fazer caixa e/ou de liberar espa&ccedil;os nos armaz&eacute;ns, elevando a disponibilidade no spot nacional","Fri, 24 Mar 2023 15:46:05 -0300"
MANDIOCA/CEPEA: Esmagamento mensal já é o maior desde junho/22,https://www.cepea.esalq.usp.br/br/diarias-de-mercado/mandioca-cepea-esmagamento-mensal-ja-e-o-maior-desde-junho-22.aspx,"Cepea, 27/03/2023 &ndash; Mandiocultores de todas as regi&otilde;es seguem com forte interesse pela comercializa&ccedil;&atilde;o de mandioca, seja para se capitalizar ou para liberar &aacute;reas de arrendamentos a vencer nos pr&oacute;ximos dias e/ou para o plantio da safra 2023/24. Segundo levantamento do Cepea, na semana passada, houve aumento de 8,8% no volume de esmagamento semanal nas fecularias. No acumulado da parcial de mar&ccedil;o, a moagem j&aacute; supera em 27% a registrada em todo o m&ecirc;s de fevereiro, sendo a maior desde junho do ano passado","Fri, 24 Mar 2023 15:45:27 -0300"
"OVOS/CEPEA: Agentes indicam leve queda na procura, mas preços seguem firmes",https://www.cepea.esalq.usp.br/br/diarias-de-mercado/ovos-cepea-agentes-indicam-leve-queda-na-procura-mas-precos-seguem-firmes.aspx,"Cepea, 27/03/2023 &ndash; As cota&ccedil;&otilde;es dos ovos se mant&ecirc;m est&aacute;veis, apesar da proximidade do fim do m&ecirc;s, quando os pre&ccedil;os costumam cair. De acordo com pesquisadores do Cepea, a manuten&ccedil;&atilde;o dos valores em patamares elevados e a estabilidade do mercado s&atilde;o resultado do per&iacute;odo de Quaresma &ndash; neste ano, de 22 de fevereiro at&eacute; 6 de abril. Alguns colaboradores consultados relatam que a procura j&aacute; n&atilde;o est&aacute; mais t&atilde;o alta como no in&iacute;cio do m&ecirc;s, mas o mercado segue com oferta e demanda equilibradas, sem queda de pre&ccedil;os na maioria das pra&ccedil;as acompanhadas","Fri, 24 Mar 2023 15:44:48 -0300"
MILHO/CEPEA: Valores médios do milho estão em baixa no spot nacional,https://www.cepea.esalq.usp.br/br/diarias-de-mercado/milho-cepea-valores-medios-do-milho-estao-em-baixa-no-spot-nacional.aspx,"Cepea, 27/03/2023 &ndash; Os pre&ccedil;os m&eacute;dios do milho seguem em queda, operando nos menores patamares do ano em muitas pra&ccedil;as acompanhadas pelo Cepea. Este cen&aacute;rio de baixa se deve &agrave; elevada produ&ccedil;&atilde;o da safra ver&atilde;o, ao clima favor&aacute;vel ao desenvolvimento da segunda temporada e, principalmente, &agrave; redu&ccedil;&atilde;o da demanda interna. De acordo com colaboradores do Cepea, as negocia&ccedil;&otilde;es se mant&ecirc;m calmas no spot nacional","Fri, 24 Mar 2023 15:44:09 -0300"
CITROS/CEPEA: Chuvas favorecem safra 2023/24 da laranja,https://www.cepea.esalq.usp.br/br/diarias-de-mercado/citros-cepea-chuvas-favorecem-safra-2023-24-da-laranja.aspx,"Cepea, 24/03/2023 &ndash; O volume constante de chuvas nas regi&otilde;es citr&iacute;colas do estado de S&atilde;o Paulo tem favorecido o desenvolvimento das laranjas da safra 2023/24. Assim, agentes consultados pelo Cepea acreditam que a fruta deve apresentar maior calibre nesta temporada. Al&eacute;m disso, a elevada umidade tem permitido o adiantamento da colheita das precoces, produto que vem sendo disponibilizado no mercado de mesa desde meados de fevereiro","Thu, 23 Mar 2023 15:37:58 -0300"
FRANGO/CEPEA: Preço mensal do frango vivo avança neste mês,https://www.cepea.esalq.usp.br/br/diarias-de-mercado/frango-cepea-preco-mensal-do-frango-vivo-avanca-neste-mes.aspx,"Cepea, 24/03/2023 &ndash; Os valores m&eacute;dios mensais do frango vivo v&ecirc;m registrando pequenas altas de fevereiro para esta parcial de mar&ccedil;o. De acordo com dados do Cepea, o animal teve valoriza&ccedil;&atilde;o de 0,7% de fevereiro para mar&ccedil;o (at&eacute; o dia 22) no estado de S&atilde;o Paulo, com m&eacute;dia atual de R$ 4,87/kg. A procura pela carne av&iacute;cola teve ligeira melhora, o que resultou em aumento nos pre&ccedil;os do animal no mercado dom&eacute;stico","Thu, 23 Mar 2023 15:36:43 -0300"
O Boletim do Leite de março já está disponível!,https://www.cepea.esalq.usp.br/br/releases/o-boletim-do-leite-de-marco-ja-esta-disponivel-1.aspx,"Cepea, 22/03/2023 - Nesta&nbsp;","Wed, 22 Mar 2023 15:41:40 -0300"
SUÍNOS/CEPEA: Preços caem em todas as regiões,https://www.cepea.esalq.usp.br/br/diarias-de-mercado/suinos-cepea-precos-caem-em-todas-as-regioes.aspx,"Cepea, 23/03/2023 &ndash; As cota&ccedil;&otilde;es da carne e do su&iacute;no vivo est&atilde;o em movimento de queda nesta segunda quinzena de mar&ccedil;o em todas as regi&otilde;es acompanhadas pelo Cepea. A press&atilde;o sobre os valores vem do desaquecimento da demanda por prote&iacute;na no mercado atacadista, tendo em vista a diminui&ccedil;&atilde;o no poder de compra do consumidor neste per&iacute;odo do m&ecirc;s. Diante disso, agentes de frigor&iacute;ficos v&ecirc;m limitando a demanda por novos lotes de animais para abate","Wed, 22 Mar 2023 15:12:23 -0300"
BOI/CEPEA: Suspensão dos envios à China completa um mês,https://www.cepea.esalq.usp.br/br/diarias-de-mercado/boi-cepea-suspensao-dos-envios-a-china-completa-um-mes.aspx,"Cepea, 23/03/2023 &ndash; A suspens&atilde;o dos envios da carne bovina brasileira &agrave; China completa um m&ecirc;s nesta quinta-feira, 23. Agentes do setor pecu&aacute;rio nacional esperam que a retomada dos embarques de prote&iacute;na ao pa&iacute;s asi&aacute;tico seja anunciada em breve &ndash; uma comitiva de representantes brasileiros chegou &agrave; China nesta semana. Segundo pesquisadores do Cepea, a suspens&atilde;o mant&eacute;m lento o ritmo de neg&oacute;cios e os pre&ccedil;os da arroba, enfraquecidos","Wed, 22 Mar 2023 15:11:36 -0300"
CAFÉ/CEPEA: Robusta tem previsão de início de colheita em abril,https://www.cepea.esalq.usp.br/br/diarias-de-mercado/cafe-cepea-robusta-tem-previsao-de-inicio-de-colheita-em-abril.aspx,"Cepea, 22/03/2023 &ndash; A colheita da safra 2023/24 do caf&eacute; robusta deve come&ccedil;ar em meados de abril, sobretudo em algumas &aacute;reas de Rond&ocirc;nia. Conforme dados do Cepea, no Esp&iacute;rito Santo, o maior produtor da variedade, cafeicultores tamb&eacute;m devem iniciar a colheita de alguns talh&otilde;es, mas em ritmo mais lento que no estado rondoniense. J&aacute;, para o ar&aacute;bica, em algumas regi&otilde;es, como Gar&ccedil;a (SP), parte das primeiras floradas ocorreu bastante cedo, e, agora, os gr&atilde;os j&aacute; est&atilde;o caminhando para o processo final de desenvolvimento","Tue, 21 Mar 2023 15:51:46 -0300"
"ARROZ/CEPEA: Apesar da queda recente, média do mês ainda está maior que há um ano",https://www.cepea.esalq.usp.br/br/diarias-de-mercado/arroz-cepea-apesar-da-queda-recente-media-do-mes-ainda-esta-maior-que-ha-um-ano.aspx,"Cepea, 22/03/2023 &ndash; As m&eacute;dias mensais dos pre&ccedil;os do arroz em casca ca&iacute;ram em fevereiro e nesta parcial de mar&ccedil;o, mas, ainda assim, registram alta de 24,3% no comparativo com os mesmos meses de 2022. De acordo com o Cepea, as altas anuais s&atilde;o reflexo da baixa disponibilidade interna do cereal em 2023 &ndash; devido &agrave;s condi&ccedil;&otilde;es clim&aacute;ticas adversas &agrave; taxa de c&acirc;mbio e aos pre&ccedil;os internacionais mais elevados, que aumentam as paridades de importa&ccedil;&atilde;o e exporta&ccedil;&atilde;o. Esse cen&aacute;rio atraiu vendedores para neg&oacute;cios externos ao longo dos &uacute;ltimos meses, mantendo as exporta&ccedil;&otilde;es nacionais em volumes acima das m&eacute;dias hi","Tue, 21 Mar 2023 15:50:47 -0300"
ALGODÃO/CEPEA: Com liquidez limitada; preço da pluma cai,https://www.cepea.esalq.usp.br/br/diarias-de-mercado/algodao-cepea-com-liquidez-limitada-preco-da-pluma-cai.aspx,"Cepea, 22/03/2023 &ndash; As cota&ccedil;&otilde;es do algod&atilde;o em pluma v&ecirc;m registrando quedas um pouco mais intensas nesta segunda quinzena de mar&ccedil;o. Segundo colaboradores do Cepea, as baixas se devem &agrave; maior flexibilidade de parte dos vendedores, que, por sua vez, est&aacute; atenta &agrave; retra&ccedil;&atilde;o nos valores internacionais. Al&eacute;m disso, as disparidades de pre&ccedil;o e de qualidade entre os compradores e vendedores ativos limitam uma maior liquidez no spot","Tue, 21 Mar 2023 15:47:02 -0300"
AÇÚCAR/CEPEA: Preços do cristal oscilam no spot paulista,https://www.cepea.esalq.usp.br/br/diarias-de-mercado/acucar-cepea-precos-do-cristal-oscilam-no-spot-paulista.aspx,"Cepea, 21/03/2023 &ndash; Faltando poucas semanas para o in&iacute;cio oficial da moagem da safra 2023/24 da regi&atilde;o Centro-Sul do Pa&iacute;s, os pre&ccedil;os da saca do a&ccedil;&uacute;car cristal t&ecirc;m oscilado no mercado spot do estado de S&atilde;o Paulo. De acordo com pesquisadores do Cepea, este cen&aacute;rio &eacute; resultado da estrat&eacute;gia de mercado que vem sendo utilizada por parte dos agentes de usinas, em resposta &agrave; demanda reduzida. Enquanto algumas unidades ofereceram lotes de cristal branco a pre&ccedil;os mais baixos para liquidar seus estoques, outras est&atilde;o priorizando a entrega dos contratos","Mon, 20 Mar 2023 16:37:49 -0300"
TRIGO/CEPEA: Ritmo de negócios e preços seguem enfraquecidos,https://www.cepea.esalq.usp.br/br/diarias-de-mercado/trigo-cepea-ritmo-de-negocios-e-precos-seguem-enfraquecidos.aspx,"Cepea, 21/03/2023 &ndash; Triticultores brasileiros est&atilde;o focados na colheita e negocia&ccedil;&atilde;o da safra ver&atilde;o e na prepara&ccedil;&atilde;o para o cultivo da temporada de inverno. Do lado da demanda, colaboradores do Cepea indicam que segue fraca, sendo que apenas compradores do Paran&aacute; que v&ecirc;m buscando adquirir novos lotes do cereal, sobretudo no Rio Grande do Sul. Diante disso, a liquidez est&aacute; baixa, e os pre&ccedil;os do cereal, enfraquecidos","Mon, 20 Mar 2023 16:36:24 -0300"
